Id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,Expected
524,2,6,4/15/2011,81,17.76,324203125,16.97,-3.83964,-39.96038416,0.35545,0.352319,17.03
525,1,28,1/14/2011,54,55.36,48929455,53.54,2.16216,-23.82289137,1.12502,0.675059,54.81
526,1,23,2/18/2011,82,19.39,153153528,18.72,1.96599,-15.34365051,-0.105932,1.04221,19.19
527,1,18,2/18/2011,21,64.72,29937386,62.55,1.38213,-35.29783576,1.49937,0.728118,64.55
528,2,19,5/13/2011,14,80.91,26573357,79.08,1.61087,0.427201971,2.34958,0.755512,80.74
529,2,16,4/1/2011,3,46.88,112702290,45.51,0.542299,-4.456746206,1.56114,0.539374,46.35
530,2,4,5/20/2011,12,12.11,658968285,11.53,-2.60723,5.650571771,1.91805,0.0863558,11.58
531,2,7,4/15/2011,33,109.90,42617245,103.13,-3.18936,33.35263661,3.03001,0.687124,106.24
532,1,23,1/7/2011,26,18.38,386804789,17.62,3.61582,,0.658617,1.09051,18.34
533,1,11,3/11/2011,95,37.78,49156185,36.54,-0.322061,-1.220440218,-2.49187,0.673129,37.14
534,1,14,2/11/2011,82,21.86,236842359,21.35,0.0919963,-14.79542216,2.35784,0.827206,21.76
535,1,21,1/7/2011,63,37.35,72760487,35.85,2.92091,,-8.13204,1.0174,37.35
536,2,1,4/21/2011,21,16.97,85235391,15.88,3.72861,-59.99485828,0.354191,0.176783,16.97
537,2,7,4/21/2011,27,108.34,18873837,103.04,3.03001,-55.71314617,1.92791,0.675113,108.13
538,1,29,2/18/2011,10,85.10,93325562,81.80,3.04878,8.855510725,0.435448,0.52071,84.50
539,2,20,4/15/2011,33,94.64,15375510,91.75,-0.822737,21.33241058,2.15358,0.592545,92.82
540,2,17,5/27/2011,32,35.06,31660711,34.28,-0.629111,-34.06420802,-1.98333,0.834532,34.75
541,2,17,4/15/2011,74,33.54,71530535,31.69,5.13709,108.4579285,2.01711,0.869305,33.36
542,1,3,1/28/2011,12,72.82,34929673,69.00,-3.2019,18.02869553,3.06093,0.606673,69.23
543,1,10,1/28/2011,17,20.74,437317986,19.74,1.35474,-2.712025131,2.13612,0.693069,20.20
544,1,18,1/28/2011,42,63.31,42141599,62.14,-1.04979,17.05809178,0.385109,0.755506,62.21
545,1,9,1/14/2011,329,39.81,31943413,38.92,0.717765,-56.1924641,1.71487,1.01807,39.29
546,1,4,2/18/2011,12,14.95,458423511,14.69,-0.13541,-38.58744486,-1.25174,0.0677966,14.75
547,2,11,5/20/2011,25,37.94,53378802,36.55,0.981194,28.95944521,0,0.674764,37.05
548,2,10,4/15/2011,62,20.37,212315926,19.60,-0.988142,-11.02290686,0.91047,0.698603,20.04
549,2,19,6/17/2011,74,82.72,27515629,80.39,2.59853,-11.99012252,-0.58309,0.739215,82.52
550,2,11,6/10/2011,4,35.02,45606663,33.42,-3.06979,16.02530794,3.19785,0.746938,33.47
551,1,12,3/18/2011,87,42.15,121051768,40.10,0.0242072,42.1783405,1.62485,0.314618,41.32
552,2,30,5/6/2011,61,31.94,156030184,31.03,-1.07595,38.89138687,0.673077,1.37556,31.26
553,1,16,2/18/2011,45,48.00,131941706,46.00,4.34783,-18.77218549,-1.10169,0.520833,48.00
554,1,25,2/18/2011,18,60.92,14107769,58.53,3.53501,-27.79882031,-1.65016,0.590939,60.92
555,1,20,3/18/2011,61,91.21,23633329,86.91,-2.44491,30.24998136,2.21558,0.618116,88.98
556,2,6,4/8/2011,88,18.29,539982011,17.00,3.76249,74.95266053,-3.83964,0.339943,17.65
557,2,23,5/27/2011,68,20.98,162550095,20.35,2.14739,-34.74849167,-0.761905,0.955566,20.93
558,2,6,6/17/2011,18,15.28,401380782,14.78,-1.12285,-2.624289924,-0.0669344,0.400802,14.97
559,2,2,5/20/2011,40,51.97,36565612,49.17,3.58155,3.213488949,0.768624,0.351631,51.19
560,1,29,1/28/2011,31,79.98,115376817,77.93,0.177552,15.4447135,4.2042,0.557033,78.99
561,1,27,3/25/2011,12,37.32,79604168,36.37,1.71849,-35.90758938,2.75107,1.31403,37.29
562,1,19,2/11/2011,14,76.32,39363816,73.30,2.71145,-5.192091561,0.0788747,0.801156,76.14
563,2,22,6/10/2011,67,24.25,230307366,23.69,-0.83682,-6.537955597,1.97562,0.675106,23.70
564,1,2,2/25/2011,40,45.12,39654146,43.01,-3.13752,38.82118305,-0.0228676,0.413508,43.53
565,2,24,6/10/2011,40,65.64,48599369,64.65,-1.00979,30.24960705,0.0618716,0.819165,64.70
566,2,18,5/20/2011,24,68.70,32520067,67.50,0.293686,1.099510875,-1.59787,0.688141,68.30
567,1,16,3/18/2011,17,46.18,226413618,43.40,0.704535,61.24685462,-0.907519,0.546568,45.74
568,1,2,3/25/2011,12,45.61,30798332,44.10,1.87709,-26.24483548,-0.395257,0.394823,45.59
569,1,27,1/28/2011,68,36.59,124127036,34.88,2.15023,14.61798206,1.87991,1.37525,35.63
570,1,20,2/25/2011,82,93.65,17249356,89.27,-2.67443,28.42625947,0.31556,0.609418,90.25
571,1,18,3/11/2011,0,65.84,44560041,64.47,-0.780772,-27.73967763,-2.54896,0.725197,64.81
572,2,10,4/8/2011,69,20.75,238618636,20.07,-2.60492,14.77719028,-0.988142,0.693413,20.19
573,1,1,1/21/2011,12,16.38,138428495,15.60,-2.47066,-43.02495926,1.63831,0.189994,15.79
574,1,9,3/4/2011,280,44.34,53096584,42.97,1.23199,-6.79374919,-1.37836,0.918484,43.55
575,1,10,1/14/2011,31,18.82,215626229,18.46,1.12843,-23.03090658,4.00421,0.74389,18.82
576,2,20,6/17/2011,61,92.99,15549946,90.58,0.702216,5.532730394,-0.579742,0.599259,91.78
577,1,16,1/14/2011,80,44.97,144662779,43.00,3.79015,-38.32271009,0.599733,0.556669,44.91
578,2,24,5/27/2011,54,67.20,37114265,65.70,-0.898204,-22.25513018,-1.35685,0.800604,66.20
579,2,12,6/24/2011,80,35.65,102774442,34.55,0.316183,-23.50036226,5.70613,0.34384,34.90
580,2,15,6/17/2011,70,67.36,58201928,65.47,-0.0452352,11.42979914,-1.54358,0.859858,66.29
581,1,25,3/11/2011,89,59.72,15980871,57.88,-0.641242,-21.21506081,-0.701214,0.696332,58.88
582,2,23,5/6/2011,5,21.20,273973053,20.07,-2.79092,33.13712741,1.89966,0.973236,20.55
583,2,14,4/15/2011,19,20.20,231298341,19.41,-1.59442,-19.2235977,9.88223,0.911392,19.75
584,1,8,2/4/2011,7,52.63,31069977,50.09,4.74576,-31.60859714,3.72482,0.780506,52.53
585,2,1,6/17/2011,47,15.50,111273573,14.59,-3.72793,17.16588027,3.81731,0.203804,14.72
586,1,10,2/4/2011,10,20.96,246591055,20.10,2.13612,-43.61287144,2.6962,0.680934,20.56
587,1,30,1/14/2011,23,28.61,170616350,27.71,-0.385424,8.098365941,-0.770578,1.51249,28.43
588,1,24,3/4/2011,54,63.65,59801160,61.56,-1.22611,25.2410372,-0.822581,0.854425,62.03
589,1,26,1/21/2011,26,80.50,16471934,78.98,1.16044,29.56640623,1.45776,0.53616,80.20
590,2,25,4/8/2011,61,60.00,12307164,59.11,-0.417851,-25.89945882,-0.0835422,0.68815,59.58
591,2,3,5/20/2011,82,78.81,19990094,75.83,-1.44928,8.829895753,0.574788,0.541796,77.52
592,1,23,2/11/2011,89,19.30,180912039,18.62,-2.28334,-49.58134131,1.96599,1.06213,18.83
593,1,10,3/4/2011,104,21.17,261175412,20.16,-2.7685,-2.728027323,-0.196078,0.687285,20.37
594,1,6,2/25/2011,32,18.74,285212201,18.23,-0.480513,-26.91703665,-1.18153,0.321888,18.64
595,1,29,3/18/2011,54,82.64,123914255,78.80,-1.00404,33.63213629,2.13754,0.581323,80.85
596,1,4,1/28/2011,33,14.26,1054415375,13.40,-4.5614,7.325550716,4.23049,0.0735294,13.60
597,2,6,5/27/2011,39,16.46,235050333,16.11,0.304692,-36.76541454,-3.49608,0.36452,16.46
598,1,17,3/11/2011,18,31.79,41766976,31.18,0.443599,-24.3504718,-1.65027,0.914827,31.70
599,2,7,4/29/2011,19,109.60,28004621,106.68,1.92791,48.37799542,-6.0285,0.667032,109.44
